StationId	DataType	FileName	Id	Lat	Long	Scenario	Constituent	SDate	EDate	YrCount	Value	Sum	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	StaNam
323117	WdmFinal	nd323117.wdm	9	46.033	-97.595	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	70.51	71.03	0.038	0.059	0.123	0.239	0.335	0.325	0.334	0.307	0.260	0.181	0.087	0.037	FORMAN 5 SSE
323196	WdmFinal	nd323196.wdm	9	48.908	-103.81	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	63.58	63.53	0.012	0.047	0.094	0.215	0.294	0.320	0.343	0.316	0.233	0.143	0.048	0.015	FORTUNA 1 W
323217	WdmFinal	nd323217.wdm	9	48.458	-101.57	COMPUTED	PMET	'1970/01/01'	'2004/12/31'	35	73.84	73.97	0.021	0.056	0.111	0.244	0.338	0.365	0.375	0.355	0.271	0.187	0.073	0.026	FOXHOLM 7 N
323287	WdmFinal	nd323287.wdm	9	46.158	-98.4	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	69.01	68.22	0.022	0.053	0.126	0.243	0.312	0.321	0.328	0.302	0.252	0.171	0.079	0.025	FULLERTON 1 ESE
323309	WdmFinal	nd323309.wdm	9	46.627	-99.138	COMPUTED	PMET	'1970/01/01'	'2001/12/31'	32	68.08	67.88	0.050	0.061	0.111	0.223	0.306	0.326	0.325	0.299	0.249	0.155	0.076	0.041	GACKLE
323376	WdmFinal	nd323376.wdm	9	47.651	-101.42	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	73.33	73.52	0.042	0.061	0.122	0.237	0.342	0.355	0.359	0.335	0.266	0.169	0.079	0.041	GARRISON 1 NNW
323594	WdmFinal	nd323594.wdm	9	48.418	-97.425	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	70.56	68.72	0.029	0.051	0.109	0.234	0.341	0.347	0.331	0.301	0.242	0.164	0.075	0.026	GRAFTON
323616	WdmFinal	nd323616.wdm	9	47.943	-97.184	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	64.83	64.92	0.038	0.051	0.113	0.229	0.319	0.314	0.305	0.274	0.230	0.148	0.070	0.035	GRAND FORKS INTL AP
323621	WdmFinal	nd323621.wdm	9	47.922	-97.098	COMPUTED	PMET	'2002/01/01'	'2006/12/31'	5	68.88	68.87	0.055	0.064	0.124	0.252	0.296	0.340	0.333	0.272	0.251	0.149	0.075	0.046	GRAND FORKS UNIV (NWS)
323686	WdmFinal	nd323686.wdm	9	48.268	-100.84	COMPUTED	PMET	'1970/01/01'	'2003/12/31'	34	72.42	71.15	0.025	0.051	0.111	0.235	0.339	0.354	0.370	0.332	0.253	0.160	0.069	0.030	GRANVILLE
323705	WdmFinal	nd323705.wdm	9	47.401	-103.21	COMPUTED	PMET	'1988/01/01'	'2006/12/31'	19	77.26	77.26	0.050	0.088	0.137	0.250	0.318	0.348	0.389	0.358	0.287	0.177	0.081	0.048	GRASSY BUTTE 2ENE
323963	WdmFinal	nd323963.wdm	9	48.999	-99.346	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	64.1	63.6	0.029	0.048	0.100	0.212	0.306	0.318	0.318	0.287	0.226	0.144	0.065	0.028	HANSBORO 4 NNE
324013	WdmFinal	nd324013.wdm	9	47.808	-99.876	COMPUTED	PMET	'1980/01/01'	'2006/12/31'	27	76.24	76.25	0.052	0.064	0.136	0.267	0.359	0.369	0.368	0.319	0.264	0.175	0.079	0.044	HARVEY 4NE
324083	WdmFinal	nd324083.wdm	9	46.517	-100.35	COMPUTED	PMET	'1992/01/01'	'2006/12/31'	15	72.74	72.74	0.037	0.064	0.127	0.246	0.342	0.353	0.344	0.335	0.259	0.154	0.081	0.041	HAZELTON 4NW
324091	WdmFinal	nd324091.wdm	9	46.592	-101.81	COMPUTED	PMET	'1985/01/01'	'2005/12/31'	21	71.58	71.58	0.032	0.065	0.116	0.234	0.319	0.338	0.357	0.345	0.264	0.165	0.077	0.033	HEART BUTTE DAM
324102	WdmFinal	nd324102.wdm	9	46.903	-102.05	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	74.26	73.92	0.044	0.083	0.132	0.234	0.320	0.333	0.365	0.339	0.267	0.176	0.086	0.042	HEBRON
324203	WdmFinal	nd324203.wdm	9	47.439	-97.066	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	69.15	68.51	0.045	0.057	0.126	0.240	0.329	0.325	0.322	0.282	0.239	0.160	0.075	0.041	HILLSBORO 3 N
324413	WdmFinal	nd324413.wdm	9	46.926	-98.669	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	66.28	65.84	0.021	0.049	0.119	0.235	0.304	0.314	0.317	0.293	0.241	0.164	0.077	0.023	JAMESTOWN MUNICIPAL AP
324418	WdmFinal	nd324418.wdm	9	46.884	-98.685	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	68.63	67.73	0.022	0.049	0.124	0.242	0.315	0.317	0.325	0.302	0.250	0.169	0.079	0.024	JAMESTOWN STATE HOSP
324571	WdmFinal	nd324571.wdm	9	47.897	-102.92	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	78.85	78.12	0.046	0.086	0.143	0.253	0.330	0.357	0.378	0.365	0.277	0.190	0.088	0.046	KEENE 3 S
324722	WdmFinal	nd324722.wdm	9	47.37	-102.76	COMPUTED	PMET	'1999/01/01'	'2006/12/31'	8	73.44	73.44	0.032	0.066	0.115	0.248	0.299	0.347	0.385	0.361	0.276	0.162	0.081	0.033	KILLDEER
324958	WdmFinal	nd324958.wdm	9	48.762	-98.345	COMPUTED	PMET	'1979/01/01'	'2006/12/31'	28	56.53	56.53	0.020	0.037	0.085	0.192	0.285	0.296	0.288	0.261	0.203	0.118	0.049	0.017	LANGDON EXP FARM
325013	WdmFinal	nd325013.wdm	9	47.874	-97.711	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	67.29	67.14	0.043	0.056	0.122	0.234	0.328	0.321	0.312	0.279	0.236	0.156	0.074	0.039	LARIMORE 4SW
325078	WdmFinal	nd325078.wdm	9	48.288	-99.432	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	64.3	64.18	0.029	0.050	0.101	0.211	0.310	0.324	0.323	0.290	0.226	0.143	0.067	0.028	LEEDS
325210	WdmFinal	nd325210.wdm	9	46.267	-100.23	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	72.03	70.59	0.055	0.067	0.121	0.233	0.316	0.327	0.339	0.312	0.260	0.159	0.079	0.044	LINTON
325220	WdmFinal	nd325220.wdm	9	46.452	-97.682	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	71.59	70.38	0.039	0.059	0.123	0.233	0.330	0.324	0.334	0.303	0.257	0.181	0.084	0.038	LISBON
325479	WdmFinal	nd325479.wdm	9	46.813	-100.91	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	73.14	72.13	0.034	0.063	0.122	0.236	0.341	0.340	0.356	0.334	0.252	0.164	0.084	0.037	MANDAN EXP STATION
325638	WdmFinal	nd325638.wdm	9	47.821	-101.29	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	72.6	71.56	0.039	0.058	0.117	0.228	0.335	0.343	0.355	0.331	0.260	0.164	0.075	0.038	MAX
325660	WdmFinal	nd325660.wdm	9	47.499	-97.351	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	69.03	68.7	0.044	0.055	0.124	0.237	0.333	0.321	0.326	0.290	0.244	0.161	0.075	0.040	MAYVILLE
325710	WdmFinal	nd325710.wdm	9	47.484	-100.44	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	72.51	70.95	0.034	0.061	0.112	0.231	0.330	0.342	0.352	0.326	0.260	0.165	0.077	0.035	MC CLUSKY
325730	WdmFinal	nd325730.wdm	9	47.581	-98.642	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	62.42	61.9	0.026	0.044	0.098	0.206	0.305	0.308	0.311	0.276	0.223	0.142	0.064	0.024	MC HENRY 3 W
325754	WdmFinal	nd325754.wdm	9	46.403	-97.238	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	73.54	72.41	0.038	0.060	0.125	0.247	0.342	0.336	0.338	0.311	0.266	0.183	0.088	0.038	MC LEOD 3 E
325813	WdmFinal	nd325813.wdm	9	46.917	-103.52	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	80.01	78.73	0.049	0.093	0.136	0.241	0.335	0.357	0.379	0.364	0.286	0.184	0.102	0.054	MEDORA
325848	WdmFinal	nd325848.wdm	9	46.078	-99.266	COMPUTED	PMET	'1993/01/01'	'2006/12/31'	14	67.33	67.33	0.036	0.051	0.117	0.246	0.315	0.312	0.320	0.307	0.257	0.145	0.069	0.032	MINNEWAUKAN
325988	WdmFinal	nd325988.wdm	9	48.255	-101.27	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	73.39	72.91	0.020	0.055	0.106	0.242	0.335	0.354	0.372	0.352	0.268	0.185	0.071	0.026	MINOT INTL AP
325993	WdmFinal	nd325993.wdm	9	48.179	-101.3	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	76.94	76.94	0.024	0.062	0.117	0.253	0.356	0.379	0.389	0.368	0.280	0.188	0.074	0.029	MINOT EXP STATION
326015	WdmFinal	nd326015.wdm	9	46.671	-100.23	COMPUTED	PMET	'1970/01/01'	'2005/12/30'	36	73.07	72.04	0.035	0.064	0.126	0.239	0.339	0.336	0.350	0.331	0.254	0.164	0.083	0.038	MOFFIT 3 SE
326025	WdmFinal	nd326025.wdm	9	48.766	-101.51	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	72.07	71.82	0.020	0.052	0.106	0.239	0.336	0.356	0.367	0.342	0.261	0.178	0.069	0.025	MOHALL
326155	WdmFinal	nd326155.wdm	9	46.372	-102.32	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	78.64	77.49	0.045	0.087	0.136	0.250	0.335	0.352	0.378	0.356	0.283	0.184	0.090	0.044	MOTT
326315	WdmFinal	nd326315.wdm	9	46.541	-102.87	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	80.17	78.47	0.049	0.091	0.132	0.234	0.331	0.353	0.383	0.365	0.288	0.187	0.103	0.054	NEW ENGLAND
326365	WdmFinal	nd326365.wdm	9	46.893	-101.49	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	70.3	70.22	0.027	0.060	0.104	0.228	0.321	0.327	0.356	0.341	0.263	0.166	0.077	0.031	NEW SALEM 5NW
326947	WdmFinal	nd326947.wdm	9	48.971	-97.242	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	68.77	67.76	0.026	0.046	0.102	0.229	0.334	0.347	0.335	0.303	0.241	0.158	0.073	0.025	PEMBINA
327027	WdmFinal	nd327027.wdm	9	48.036	-98.01	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	55.44	54.95	0.018	0.036	0.084	0.186	0.274	0.285	0.285	0.251	0.195	0.118	0.050	0.017	PETERSBURG 2 N
327281	WdmFinal	nd327281.wdm	9	48.572	-102.65	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	54.88	55.38	0.008	0.035	0.073	0.180	0.269	0.290	0.309	0.280	0.204	0.121	0.037	0.007	POWERS LAKE 1N
327311	WdmFinal	nd327311.wdm	9	46.176	-101.86	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	72.47	71.91	0.032	0.069	0.112	0.226	0.326	0.333	0.363	0.348	0.266	0.167	0.080	0.034	PRETTY ROCK
327530	WdmFinal	nd327530.wdm	9	46.889	-102.32	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	77.13	77.13	0.029	0.070	0.115	0.241	0.344	0.380	0.403	0.367	0.285	0.179	0.080	0.032	RICHARDTON ABBEY
327655	WdmFinal	nd327655.wdm	9	48.648	-99.8	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	69.56	69.56	0.039	0.063	0.118	0.227	0.330	0.346	0.337	0.308	0.243	0.157	0.075	0.034	ROLETTE 2SE
327664	WdmFinal	nd327664.wdm	9	48.881	-99.586	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	61.14	60.84	0.028	0.047	0.095	0.202	0.297	0.306	0.301	0.276	0.212	0.138	0.063	0.027	ROLLA 1NE
327704	WdmFinal	nd327704.wdm	9	48.354	-99.993	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	65.93	65.02	0.029	0.051	0.104	0.213	0.314	0.328	0.324	0.295	0.226	0.149	0.068	0.027	RUGBY
327986	WdmFinal	nd327986.wdm	9	47.598	-97.9	COMPUTED	PMET	'1970/01/01'	'2001/12/31'	32	66.93	66.32	0.041	0.055	0.120	0.233	0.326	0.312	0.306	0.279	0.232	0.157	0.074	0.037	SHARON
328366	WdmFinal	nd328366.wdm	9	46.892	-99.933	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	69.61	68.99	0.051	0.062	0.115	0.232	0.309	0.323	0.334	0.305	0.253	0.156	0.077	0.043	STEELE 3 N
328415	WdmFinal	nd328415.wdm	9	46.74	-99.472	COMPUTED	PMET	'1988/01/01'	'2006/12/31'	19	68.51	68.51	0.058	0.061	0.113	0.234	0.310	0.324	0.327	0.302	0.256	0.146	0.070	0.044	STREETER 7 NW
328737	WdmFinal	nd328737.wdm	9	48.399	-102.92	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	55.11	55.2	0.009	0.035	0.074	0.177	0.266	0.289	0.313	0.280	0.203	0.119	0.035	0.007	TIOGA 1 E
328792	WdmFinal	nd328792.wdm	9	48.371	-100.39	COMPUTED	PMET	'1978/01/01'	'2006/12/31'	29	72.26	72.26	0.025	0.048	0.107	0.239	0.347	0.384	0.376	0.337	0.256	0.152	0.065	0.029	TOWNER 2 NE
328812	WdmFinal	nd328812.wdm	9	47.284	-103.9	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	75.94	75.94	0.047	0.074	0.135	0.246	0.326	0.366	0.386	0.351	0.272	0.167	0.078	0.039	TROTTERS 3 SSE
328840	WdmFinal	nd328840.wdm	9	47.521	-100.89	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	74.05	73.19	0.042	0.063	0.124	0.234	0.341	0.349	0.357	0.335	0.266	0.168	0.078	0.041	TURTLE LAKE
328853	WdmFinal	nd328853.wdm	9	47.301	-99.919	COMPUTED	PMET	'1999/01/01'	'2006/12/31'	8	71.84	71.84	0.053	0.059	0.131	0.242	0.314	0.349	0.353	0.310	0.260	0.155	0.082	0.046	TUTTLE 12 NNE
328872	WdmFinal	nd328872.wdm	9	47.455	-101.15	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	73.56	72.73	0.044	0.062	0.125	0.234	0.334	0.344	0.355	0.336	0.264	0.166	0.079	0.040	UNDERWOOD
328913	WdmFinal	nd328913.wdm	9	48.615	-100.73	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	67.55	67.92	0.021	0.044	0.101	0.230	0.326	0.344	0.354	0.321	0.244	0.150	0.062	0.026	UPHAM 3 N
328937	WdmFinal	nd328937.wdm	9	46.956	-98.02	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	65.81	65.77	0.020	0.048	0.116	0.235	0.306	0.314	0.324	0.293	0.239	0.161	0.074	0.023	VALLEY CITY 3 NNW
328990	WdmFinal	nd328990.wdm	9	48.08	-100.88	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	72.87	71.41	0.025	0.051	0.113	0.238	0.340	0.361	0.365	0.332	0.252	0.159	0.070	0.031	VELVA 3 NE
329195	WdmFinal	nd329195.wdm	9	47.284	-101.03	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	76.15	75.36	0.045	0.067	0.132	0.246	0.343	0.362	0.361	0.339	0.274	0.173	0.084	0.043	WASHBURN
329233	WdmFinal	nd329233.wdm	9	47.804	-103.29	COMPUTED	PMET	'1991/01/01'	'2006/12/31'	16	73.77	73.77	0.043	0.086	0.135	0.245	0.303	0.333	0.364	0.342	0.271	0.171	0.079	0.045	WATFORD CITY
329246	WdmFinal	nd329246.wdm	9	47.6	-103.26	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	79.52	79.97	0.049	0.093	0.149	0.256	0.339	0.360	0.389	0.368	0.282	0.193	0.092	0.050	WATFORD CITY 14S
329333	WdmFinal	nd329333.wdm	9	48.91	-101.02	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	69.42	69	0.022	0.046	0.103	0.234	0.335	0.347	0.356	0.323	0.248	0.153	0.064	0.027	WESTHOPE
329400	WdmFinal	nd329400.wdm	9	48.663	-103.21	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	55.96	55.58	0.009	0.036	0.073	0.183	0.268	0.290	0.311	0.281	0.206	0.121	0.036	0.007	WILDROSE 3 NW
329425	WdmFinal	nd329425.wdm	9	48.174	-103.64	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	63.54	63.53	0.012	0.048	0.093	0.211	0.295	0.326	0.343	0.314	0.232	0.144	0.047	0.015	WILLISTON SLOULIN FLD
329430	WdmFinal	nd329430.wdm	9	48.138	-103.74	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	65.71	65.53	0.013	0.050	0.102	0.215	0.299	0.330	0.355	0.327	0.239	0.150	0.050	0.015	WILLISTON EXP FARM
329445	WdmFinal	nd329445.wdm	9	48.603	-100.29	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	68.13	67.58	0.021	0.043	0.100	0.227	0.324	0.352	0.353	0.318	0.239	0.148	0.062	0.026	WILLOW CITY
329455	WdmFinal	nd329455.wdm	9	47.16	-100.79	COMPUTED	PMET	'1978/01/01'	'2006/12/31'	29	76.29	76.29	0.048	0.065	0.130	0.249	0.356	0.375	0.370	0.339	0.278	0.166	0.079	0.044	WILTON
329515	WdmFinal	nd329515.wdm	9	46.259	-99.55	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	67.99	67.29	0.050	0.059	0.108	0.218	0.300	0.321	0.327	0.299	0.253	0.153	0.075	0.042	WISHEK
250030	WdmFinal	ne250030.wdm	9	42.424	-103.73	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.01	81.09	0.079	0.116	0.186	0.259	0.293	0.356	0.364	0.339	0.270	0.195	0.124	0.076	AGATE 3 E
250050	WdmFinal	ne250050.wdm	9	42.552	-99.856	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.03	80.86	0.064	0.104	0.165	0.274	0.328	0.337	0.356	0.321	0.286	0.207	0.134	0.075	AINSWORTH
250070	WdmFinal	ne250070.wdm	9	41.684	-98.003	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	76.84	77.1	0.056	0.079	0.172	0.280	0.321	0.330	0.343	0.299	0.262	0.193	0.124	0.069	ALBION
250130	WdmFinal	ne250130.wdm	9	42.11	-102.9	COMPUTED	PMET	'1970/01/01'	'2004/12/31'	35	79.69	78.4	0.065	0.106	0.172	0.255	0.296	0.343	0.373	0.338	0.265	0.183	0.116	0.058	ALLIANCE 1WNW
250180	WdmFinal	ne250180.wdm	9	42.235	-98.951	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	86.65	86.65	0.068	0.106	0.191	0.299	0.368	0.380	0.373	0.332	0.300	0.212	0.137	0.075	AMELIA 2W
250245	WdmFinal	ne250245.wdm	9	41.597	-99.826	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	83.22	82.74	0.076	0.104	0.188	0.285	0.336	0.368	0.374	0.321	0.272	0.191	0.122	0.076	ANSELMO 2 SE
250365	WdmFinal	ne250365.wdm	9	41.57	-101.69	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	87.05	85.92	0.091	0.128	0.211	0.292	0.328	0.362	0.367	0.328	0.271	0.204	0.141	0.095	ARTHUR
250375	WdmFinal	ne250375.wdm	9	41.041	-96.378	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	75.34	74.73	0.062	0.085	0.174	0.287	0.324	0.318	0.327	0.270	0.245	0.178	0.116	0.064	ASHLAND 2
250420	WdmFinal	ne250420.wdm	9	42.534	-98.978	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.88	81.22	0.062	0.103	0.168	0.275	0.332	0.341	0.360	0.322	0.286	0.206	0.134	0.074	ATKINSON
250435	WdmFinal	ne250435.wdm	9	40.371	-95.747	COMPUTED	PMET	'2002/01/01'	'2006/12/31'	5	74.54	74.54	0.070	0.086	0.186	0.276	0.306	0.327	0.325	0.264	0.261	0.161	0.117	0.065	AUBURN 5 ESE
250445	WdmFinal	ne250445.wdm	9	40.859	-97.996	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	82.19	82.29	0.068	0.087	0.185	0.285	0.322	0.360	0.380	0.334	0.281	0.198	0.127	0.071	AURORA
250525	WdmFinal	ne250525.wdm	9	41.828	-98.549	COMPUTED	PMET	'1983/01/01'	'2004/12/31'	22	81.73	81.74	0.074	0.096	0.196	0.284	0.333	0.341	0.354	0.318	0.278	0.202	0.128	0.076	BARTLETT 4S
250622	WdmFinal	ne250622.wdm	9	40.299	-96.75	COMPUTED	PMET	'1985/01/01'	'2006/12/31'	22	72.92	72.92	0.063	0.085	0.171	0.273	0.315	0.319	0.308	0.287	0.235	0.167	0.103	0.063	BEATRICE 1N
250640	WdmFinal	ne250640.wdm	9	40.131	-99.828	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	93.05	93.17	0.081	0.121	0.233	0.328	0.351	0.414	0.407	0.363	0.312	0.220	0.137	0.089	BEAVER CITY
250760	WdmFinal	ne250760.wdm	9	40.054	-101.54	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	99.79	99.09	0.104	0.138	0.260	0.335	0.354	0.416	0.423	0.370	0.333	0.243	0.163	0.111	BENKELMAN
250865	WdmFinal	ne250865.wdm	9	41.047	-102.15	COMPUTED	PMET	'1970/01/01'	'2005/12/31'	36	91.16	90.64	0.096	0.135	0.222	0.308	0.346	0.383	0.388	0.341	0.289	0.215	0.147	0.101	BIG SPRINGS
250930	WdmFinal	ne250930.wdm	9	41.554	-96.141	COMPUTED	PMET	'1970/01/01'	'2001/12/31'	32	72.98	73.25	0.052	0.081	0.166	0.272	0.322	0.318	0.318	0.279	0.236	0.179	0.116	0.061	BLAIR
251130	WdmFinal	ne251130.wdm	9	41.938	-99.863	COMPUTED	PMET	'1970/01/01'	'2000/12/31'	31	81.13	80.62	0.075	0.100	0.184	0.281	0.323	0.356	0.368	0.315	0.261	0.187	0.118	0.074	BREWSTER
251145	WdmFinal	ne251145.wdm	9	41.667	-103.1	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	95.55	94.15	0.110	0.149	0.244	0.319	0.352	0.421	0.406	0.349	0.289	0.209	0.143	0.096	BRIDGEPORT
251200	WdmFinal	ne251200.wdm	9	41.408	-99.675	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	80.5	81.45	0.077	0.101	0.188	0.284	0.321	0.352	0.368	0.318	0.269	0.191	0.123	0.077	BROKEN BOW 2 W
251345	WdmFinal	ne251345.wdm	9	41.777	-99.143	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	82.18	81.5	0.067	0.095	0.186	0.286	0.333	0.347	0.358	0.315	0.272	0.206	0.132	0.074	BURWELL
251365	WdmFinal	ne251365.wdm	9	42.913	-98.851	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	83.12	82.41	0.060	0.100	0.167	0.280	0.338	0.350	0.373	0.332	0.289	0.207	0.133	0.072	BUTTE
251415	WdmFinal	ne251415.wdm	9	40.285	-100.14	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	88.45	87.78	0.082	0.124	0.219	0.312	0.328	0.377	0.387	0.336	0.285	0.211	0.130	0.088	CAMBRIDGE
251450	WdmFinal	ne251450.wdm	9	40.694	-99.701	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	91.11	90.83	0.079	0.117	0.223	0.320	0.354	0.405	0.402	0.350	0.299	0.210	0.134	0.086	CANADAY STEAM PLANT
251575	WdmFinal	ne251575.wdm	9	42.808	-103.05	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	87.68	86.24	0.083	0.119	0.189	0.272	0.310	0.375	0.386	0.374	0.292	0.212	0.134	0.081	CHADRON 3SW
251590	WdmFinal	ne251590.wdm	9	42.203	-98.747	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	82.1	81.86	0.060	0.095	0.173	0.281	0.346	0.362	0.360	0.319	0.284	0.203	0.131	0.069	CHAMBERS
251602	WdmFinal	ne251602.wdm	9	41.096	-102.47	COMPUTED	PMET	'2001/01/01'	'2005/12/31'	5	93.56	93.56	0.124	0.137	0.245	0.299	0.349	0.385	0.425	0.326	0.307	0.203	0.152	0.116	CHAPPELL
251660	WdmFinal	ne251660.wdm	9	41.724	-97.126	COMPUTED	PMET	'1970/01/01'	'2003/12/31'	34	77.43	77.8	0.055	0.080	0.175	0.287	0.324	0.336	0.348	0.295	0.259	0.193	0.128	0.068	CLARKSON
251684	WdmFinal	ne251684.wdm	9	40.521	-98.054	COMPUTED	PMET	'1972/01/01'	'2005/12/31'	34	79.37	79.38	0.065	0.096	0.188	0.274	0.314	0.346	0.352	0.315	0.271	0.192	0.119	0.071	CLAY CENTER
251825	WdmFinal	ne251825.wdm	9	41.464	-97.328	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	78.64	78.62	0.056	0.082	0.178	0.290	0.323	0.337	0.350	0.300	0.264	0.196	0.129	0.071	COLUMBUS 3 NE
251835	WdmFinal	ne251835.wdm	9	41.557	-99.237	COMPUTED	PMET	'1989/01/01'	'2001/12/31'	13	81.66	81.66	0.077	0.100	0.194	0.274	0.328	0.370	0.364	0.324	0.267	0.188	0.115	0.076	COMSTOCK
251990	WdmFinal	ne251990.wdm	9	42.466	-97.902	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.46	80.86	0.056	0.082	0.179	0.288	0.343	0.348	0.353	0.310	0.275	0.212	0.136	0.066	CREIGHTON
252000	WdmFinal	ne252000.wdm	9	41.761	-102.44	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	81.6	81.47	0.081	0.121	0.193	0.272	0.315	0.349	0.365	0.325	0.256	0.187	0.129	0.079	CRESCENT LAKE NAT WLR
252020	WdmFinal	ne252020.wdm	9	40.619	-96.947	COMPUTED	PMET	'1972/01/01'	'2006/12/31'	35	81.79	81.79	0.069	0.102	0.191	0.286	0.324	0.346	0.358	0.327	0.278	0.202	0.125	0.074	CRETE
252037	WdmFinal	ne252037.wdm	9	42.736	-97.497	COMPUTED	PMET	'1989/01/01'	'2006/12/31'	18	79.03	79.02	0.060	0.082	0.178	0.272	0.337	0.340	0.343	0.304	0.279	0.200	0.130	0.064	CROFTON
252065	WdmFinal	ne252065.wdm	9	40.233	-100.83	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	84.41	85.58	0.082	0.121	0.214	0.299	0.320	0.365	0.380	0.330	0.279	0.205	0.125	0.086	CULBERTSON
252100	WdmFinal	ne252100.wdm	9	40.674	-100.49	COMPUTED	PMET	'1970/01/01'	'2004/12/31'	35	87.13	86.68	0.081	0.121	0.217	0.308	0.333	0.372	0.378	0.335	0.280	0.206	0.125	0.086	CURTIS 3NNE
252145	WdmFinal	ne252145.wdm	9	41.409	-102.97	COMPUTED	PMET	'1970/01/01'	'2006/12/31'	37	82.33	82.19	0.086	0.122	0.193	0.267	0.320	0.356	0.367	0.322	0.262	0.189	0.131	0.081	DALTON
